kerby-xdr,1.0.1,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
kryo-shaded,4.0.2,3-Clause BSD License,Approved,"","",""
launchdarkly-client,4.6.3,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
lenses_2.12,0.8.4,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
leveldbjni-all,1.8,New BSD,Approved,http://opensource.org/licenses/BSD-3-Clause,"",""
log4j,1.2.17,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
logback-classic,1.2.3,"Eclipse Public License 1.0,GNU Lesser General Public License",Approved,"https://www.eclipse.org/legal/epl-v10.html,","",""
logback-core,1.2.3,"Eclipse Public License 1.0,GNU Lesser General Public License",Approved,"https://www.eclipse.org/legal/epl-v10.html,","",""
logback-jackson,0.1.5,"Eclipse Public License 1.0,GNU Lesser General Public License",Approved,"https://www.eclipse.org/legal/epl-v10.html,","",""
logback-json-classic,0.1.5,"Eclipse Public License 1.0,GNU Lesser General Public License",Approved,"https://www.eclipse.org/legal/epl-v10.html,","",""
logback-json-core,0.1.5,"Eclipse Public License 1.0,GNU Lesser General Public License",Approved,"https://www.eclipse.org/legal/epl-v10.html,","",""
lz4-java,1.4.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
machinist_2.12,0.6.6,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
macro-compat_2.12,1.1.1,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
metrics-core,3.2.3,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
metrics-graphite,3.1.5,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
metrics-json,3.1.5,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
metrics-jvm,3.1.5,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
minlog,1.3.0,New BSD,Approved,http://opensource.org/licenses/BSD-3-Clause,"",""
mockito-core,2.27.0,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
mockito-scala_2.12,1.5.8,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
moultingyaml_2.12,0.4.1,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
netty,3.9.9.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
netty-all,4.1.17.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
netty-buffer,4.1.42.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
netty-codec,4.1.42.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
netty-codec-http2,4.1.42.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
netty-codec-http,4.1.42.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
netty-codec-socks,4.1.42.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
netty-common,4.1.42.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
netty-handler,4.1.42.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
netty-handler-proxy,4.1.42.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
netty-resolver,4.1.42.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
netty-tcnative-boringssl-static,2.0.26.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
netty-transport,4.1.42.Final,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
newrelic-api,5.0.0,unknown,Approved,"","",""
nimbus-jose-jwt,4.41.1,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
nscala-time_2.12,2.22.0,Apache,Approved,"","",""
objenesis,2.6,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
okhttp,2.7.5,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
okio,1.6.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
opencensus-api,0.24.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
opencensus-contrib-grpc-metrics,0.24.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
opencsv,2.3,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
orc-core,1.5.5,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
