LicenseFinder::Gradle: [32mis active[0m
LicenseFinder::Gradle: [32mis active[0m
LicenseFinder::Gradle: [32mis active[0m
LicenseFinder::Gradle: [32mis active[0m
LicenseFinder::Gradle: [32mis active[0m
LicenseFinder::Gradle: [32mis active[0m
LicenseFinder::Gradle: [32mis active[0m
LicenseFinder::Gradle: [32mis active[0m
LicenseFinder::Gradle: [32mis active[0m
swagger-core,1.5.14,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
swagger-jaxrs,1.5.1-M2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
swagger-jaxrs,1.5.14,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
swagger-jersey2-jaxrs,1.5.1-M2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
swagger-jersey2-jaxrs,1.5.14,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
swagger-models,1.5.1-M2,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
swagger-models,1.5.14,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
tagsoup,1.2.1,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
type-parser,0.5.0,The MIT License (MIT),"","",""
univocity-parsers,2.2.1,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
unused,1.0.0,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
validation-api,1.1.0.Final,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
xbean-asm5-shaded,4.4,"","","",""
xml-apis,1.4.01,"Apache 2.0,The SAX License,The W3C License","http://www.apache.org/licenses/LICENSE-2.0.txt,,","",""
xml-path,3.0.3,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
xmlenc,0.52,BSD,http://en.wikipedia.org/wiki/BSD_licenses#4-clause_license_.28original_.22BSD_License.22.29,"",""
xz,1.0,Public Domain,"","",""
zkclient,0.3,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
zookeeper,3.4.5,unknown,"","",""
zookeeper,3.4.6,unknown,"","",""
